"id","post_author","post_date","post_date_gmt","post_content","post_title","post_excerpt","post_status","comment_status","ping_status","post_password","post_name","to_ping","pinged","post_modified","post_modified_gmt","post_content_filtered","post_parent","guid","menu_order","post_type","post_mime_type","comment_count"
"1170","171","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Leila Alves-08",,"publish","closed","closed",,"leila-alves-08",,,"2025-10-03 16:44:21","2025-10-03 20:44:21",,"0","https://mvabrigosbrasil.com.br/dinamica/leila-alves-08/","0","dinamica",,"0"
"1171","178","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Ana Bonagura-08",,"publish","closed","closed",,"ana-bonagura-08",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/ana-bonagura-08/","0","dinamica",,"0"
"1172","36","2023-06-01 08:00:00","2023-06-01 12:00:00",,"Projeto Viva Gato-06",,"publish","closed","closed",,"projeto-viva-gato-06",,,"2023-06-01 08:00:00","2023-06-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/projeto-viva-gato-06/","0","dinamica",,"0"
"1173","36","2023-07-01 08:00:00","2023-07-01 12:00:00",,"Projeto Viva Gato-07",,"publish","closed","closed",,"projeto-viva-gato-07",,,"2023-07-01 08:00:00","2023-07-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/projeto-viva-gato-07/","0","dinamica",,"0"
"1174","253","2023-08-26 22:04:57","2023-08-27 02:04:57",,"Chácara maravilha",,"publish","closed","closed",,"chacara-maravilha",,,"2023-08-26 22:04:57","2023-08-27 02:04:57",,"0","https://mvabrigosbrasil.com.br/abrigo/chacara-maravilha/","0","abrigo",,"0"
"1175","254","2023-08-27 14:45:56","2023-08-27 18:45:56",,"Rafaela Cristina Respeita de Lima",,"publish","closed","closed",,"rafaela-cristina-respeita-de-lima",,,"2023-08-27 14:45:56","2023-08-27 18:45:56",,"0","https://mvabrigosbrasil.com.br/voluntario/rafaela-cristina-respeita-de-lima/","0","voluntario",,"0"
"1176","256","2023-08-28 11:45:05","2023-08-28 15:45:05",,"Ana Paula Panceri Tomasoni",,"publish","closed","closed",,"ana-paula-panceri-tomasoni",,,"2023-08-28 11:45:05","2023-08-28 15:45:05",,"0","https://mvabrigosbrasil.com.br/voluntario/ana-paula-panceri-tomasoni/","0","voluntario",,"0"
"1178","259","2023-08-30 20:23:18","2023-08-31 00:23:18",,"Fernanda Cristina Rodrigues Magalhães",,"publish","closed","closed",,"fernanda-cristina-rodrigues-magalhaes",,,"2023-08-30 20:23:18","2023-08-31 00:23:18",,"0","https://mvabrigosbrasil.com.br/voluntario/fernanda-cristina-rodrigues-magalhaes/","0","voluntario",,"0"
"1179","260","2023-08-31 11:33:35","2023-08-31 15:33:35",,"Vila Coração Pet",,"publish","closed","closed",,"vila-coracao-pet",,,"2023-08-31 11:35:22","2023-08-31 15:35:22",,"0","https://mvabrigosbrasil.com.br/abrigo/vila-coracao-pet/","0","abrigo",,"0"
"1180","260","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Vila Coração Pet-08",,"publish","closed","closed",,"vila-coracao-pet-08",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/vila-coracao-pet-08/","0","dinamica",,"0"
"1181","261","2023-08-31 14:50:11","2023-08-31 18:50:11",,"Uma Vida de Cão",,"publish","closed","closed",,"uma-vida-de-cao",,,"2023-08-31 15:26:46","2023-08-31 19:26:46",,"0","https://mvabrigosbrasil.com.br/abrigo/uma-vida-de-cao/","0","abrigo",,"0"
"1182","261","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Uma Vida de Cão-08",,"publish","closed","closed",,"uma-vida-de-cao-08",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/uma-vida-de-cao-08/","0","dinamica",,"0"
"1183","262","2023-08-31 23:47:44","2023-09-01 03:47:44",,"Santuário dog e cat",,"publish","closed","closed",,"santuario-dog-e-cat",,,"2023-08-31 23:47:44","2023-09-01 03:47:44",,"0","https://mvabrigosbrasil.com.br/abrigo/santuario-dog-e-cat/","0","abrigo",,"0"
"1184","262","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Santuário dog e cat-08",,"publish","closed","closed",,"santuario-dog-e-cat-08",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/santuario-dog-e-cat-08/","0","dinamica",,"0"
"1185","262","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Santuário dog e cat-08",,"publish","closed","closed",,"santuario-dog-e-cat-08-2",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/santuario-dog-e-cat-08-2/","0","dinamica",,"0"
"1186","262","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Santuário dog e cat-08",,"publish","closed","closed",,"santuario-dog-e-cat-08-3",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/santuario-dog-e-cat-08-3/","0","dinamica",,"0"
"1187","1","2023-09-01 07:15:29","2023-09-01 11:15:29","GUIA DE ABORDAGENS INTERSETORIAIS PARA PREVENÇÃO, CONDUÇÃO, INTERVENÇÃO E PRÁTICAS DE BEM-ESTAR AOS ANIMAIS E SEUS RESPONSÁVEIS.  Falar sobre Acumulação de Animais é algo de extrema necessidade e relevância para o Brasil, país que tem um número crescente de cães e gatos em situação de rua. Essa população, na ausência ou ineficiência de políticas de manejo populacional, está sendo acolhida e abrigada por pessoas sem condições para tal, mantida em situações inadequadas que causam sofrimento psíquico, físico e social nos indivíduos que acolhem, nos animais e na vizinhança. Como atuar nessas situações? As prefeituras estão preparadas? Os gestores públicos entendem que esse é um PROBLEMA de SAÚDE PÚBLICA, ou melhor, de SAÚDE ÚNICA? De quem é a responsabilidade? Por onde começar?  Baixe e confira o guia na integra","Guia Animais em Situação de Acumulação",,"publish","open","open",,"guia-animais-em-situacao-de-acumulacao",,,"2023-09-01 07:15:29","2023-09-01 11:15:29",,"0","https://mvabrigosbrasil.com.br/?p=1187","0","post",,"0"
"1188","1","2023-09-01 07:13:42","2023-09-01 11:13:42",,"Guia-Animais-em-situacao-de-acumulacao__digital_page-0001",,"inherit","open","closed",,"guia-animais-em-situacao-de-acumulacao__digital_page-0001",,,"2023-09-01 07:13:42","2023-09-01 11:13:42",,"1187","https://mvabrigosbrasil.com.br/wp-content/uploads/2023/09/Guia-Animais-em-situacao-de-acumulacao__digital_page-0001.jpg","0","attachment","image/jpeg","0"
"1189","1","2023-09-01 07:14:54","2023-09-01 11:14:54",,"Guia-Animais-em-situacao-de-acumulacao__digital_compressed",,"inherit","open","closed",,"guia-animais-em-situacao-de-acumulacao__digital_compressed",,,"2023-09-01 07:14:54","2023-09-01 11:14:54",,"1187","https://mvabrigosbrasil.com.br/wp-content/uploads/2023/09/Guia-Animais-em-situacao-de-acumulacao__digital_compressed.pdf","0","attachment","application/pdf","0"
"1190","1","2023-09-01 07:15:29","2023-09-01 11:15:29","GUIA DE ABORDAGENS INTERSETORIAIS PARA PREVENÇÃO, CONDUÇÃO, INTERVENÇÃO E PRÁTICAS DE BEM-ESTAR AOS ANIMAIS E SEUS RESPONSÁVEIS.  Falar sobre Acumulação de Animais é algo de extrema necessidade e relevância para o Brasil, país que tem um número crescente de cães e gatos em situação de rua. Essa população, na ausência ou ineficiência de políticas de manejo populacional, está sendo acolhida e abrigada por pessoas sem condições para tal, mantida em situações inadequadas que causam sofrimento psíquico, físico e social nos indivíduos que acolhem, nos animais e na vizinhança. Como atuar nessas situações? As prefeituras estão preparadas? Os gestores públicos entendem que esse é um PROBLEMA de SAÚDE PÚBLICA, ou melhor, de SAÚDE ÚNICA? De quem é a responsabilidade? Por onde começar?  Baixe e confira o guia na integra","Guia Animais em Situação de Acumulação",,"inherit","closed","closed",,"1187-revision-v1",,,"2023-09-01 07:15:29","2023-09-01 11:15:29",,"1187","https://mvabrigosbrasil.com.br/?p=1190","0","revision",,"0"
"1191","42","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Associação Anjos de Patas-09",,"publish","closed","closed",,"associacao-anjos-de-patas-09",,,"2023-09-01 08:00:00","2023-09-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/associacao-anjos-de-patas-09/","0","dinamica",,"0"
"1192","129","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Associação Confraria dos Miados e Latidos-08",,"publish","closed","closed",,"associacao-confraria-dos-miados-e-latidos-08",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/associacao-confraria-dos-miados-e-latidos-08/","0","dinamica",,"0"
"1194","246","2023-07-01 08:00:00","2023-07-01 12:00:00",,"Projeto Meow-07",,"publish","closed","closed",,"projeto-meow-07",,,"2025-10-03 16:44:21","2025-10-03 20:44:21",,"0","https://mvabrigosbrasil.com.br/dinamica/projeto-meow-07/","0","dinamica",,"0"
"1196","203","2023-04-01 08:00:00","2023-04-01 12:00:00",,"ONG Anjos Protetores-04",,"publish","closed","closed",,"ong-anjos-protetores-04",,,"2023-04-01 08:00:00","2023-04-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/ong-anjos-protetores-04/","0","dinamica",,"0"
"1197","203","2023-05-01 08:00:00","2023-05-01 12:00:00",,"ONG Anjos Protetores-05",,"publish","closed","closed",,"ong-anjos-protetores-05",,,"2023-05-01 08:00:00","2023-05-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/ong-anjos-protetores-05/","0","dinamica",,"0"
"1198","203","2023-06-01 08:00:00","2023-06-01 12:00:00",,"ONG Anjos Protetores-06",,"publish","closed","closed",,"ong-anjos-protetores-06",,,"2023-06-01 08:00:00","2023-06-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/ong-anjos-protetores-06/","0","dinamica",,"0"
"1199","203","2023-07-01 08:00:00","2023-07-01 12:00:00",,"ONG Anjos Protetores-07",,"publish","closed","closed",,"ong-anjos-protetores-07",,,"2023-07-01 08:00:00","2023-07-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/ong-anjos-protetores-07/","0","dinamica",,"0"
"1200","36","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Projeto Viva Gato-08",,"publish","closed","closed",,"projeto-viva-gato-08",,,"2025-10-03 16:18:43","2025-10-03 20:18:43",,"0","https://mvabrigosbrasil.com.br/dinamica/projeto-viva-gato-08/","0","dinamica",,"0"
"1201","224","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Catland Adoção de Gatinhos-08",,"publish","closed","closed",,"catland-adocao-de-gatinhos-08",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/catland-adocao-de-gatinhos-08/","0","dinamica",,"0"
"1202","234","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Abrigo do Departamento de Proteção Animal de Guarulhos-08",,"publish","closed","closed",,"abrigo-do-departamento-de-protecao-animal-de-guarulhos-08",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/abrigo-do-departamento-de-protecao-animal-de-guarulhos-08/","0","dinamica",,"0"
"1205","190","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Instituto Tatiana Siaulys – Encontrei um Amigo-08",,"publish","closed","closed",,"instituto-tatiana-siaulys-encontrei-um-amigo-08-2",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/instituto-tatiana-siaulys-encontrei-um-amigo-08-2/","0","dinamica",,"0"
"1206","265","2023-09-18 12:26:35","2023-09-18 16:26:35",,"SOS PATAS",,"publish","closed","closed",,"sos-patas",,,"2023-09-18 12:27:15","2023-09-18 16:27:15",,"0","https://mvabrigosbrasil.com.br/abrigo/sos-patas/","0","abrigo",,"0"
"1207","144","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Maigueths-08",,"publish","closed","closed",,"maigueths-08",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/maigueths-08/","0","dinamica",,"0"
"1208","181","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Lola-08",,"publish","closed","closed",,"lola-08",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/lola-08/","0","dinamica",,"0"
"1209","181","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Lola-08",,"publish","closed","closed",,"lola-08-2",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/lola-08-2/","0","dinamica",,"0"
"1210","163","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Chácara São João-08",,"publish","closed","closed",,"chacara-sao-joao-08",,,"2025-10-03 16:44:21","2025-10-03 20:44:21",,"0","https://mvabrigosbrasil.com.br/dinamica/chacara-sao-joao-08/","0","dinamica",,"0"
"1211","260","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Vila Coração Pet-09",,"publish","closed","closed",,"vila-coracao-pet-09",,,"2025-10-03 16:44:21","2025-10-03 20:44:21",,"0","https://mvabrigosbrasil.com.br/dinamica/vila-coracao-pet-09/","0","dinamica",,"0"
"1213","36","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Projeto Viva Gato-09",,"publish","closed","closed",,"projeto-viva-gato-09",,,"2023-09-01 08:00:00","2023-09-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/projeto-viva-gato-09/","0","dinamica",,"0"
"1214","129","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Associação Confraria dos Miados e Latidos-09",,"publish","closed","closed",,"associacao-confraria-dos-miados-e-latidos-09-2",,,"2025-10-03 16:44:21","2025-10-03 20:44:21",,"0","https://mvabrigosbrasil.com.br/dinamica/associacao-confraria-dos-miados-e-latidos-09-2/","0","dinamica",,"0"
"1215","163","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Chácara São João-09",,"publish","closed","closed",,"chacara-sao-joao-09",,,"2025-10-03 16:44:21","2025-10-03 20:44:21",,"0","https://mvabrigosbrasil.com.br/dinamica/chacara-sao-joao-09/","0","dinamica",,"0"
"1216","143","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Aujudeum4patas-09",,"publish","closed","closed",,"aujudeum4patas-09",,,"2023-09-01 08:00:00","2023-09-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/aujudeum4patas-09/","0","dinamica",,"0"
"1217","262","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Santuário dog e cat-09",,"publish","closed","closed",,"santuario-dog-e-cat-09",,,"2023-09-01 08:00:00","2023-09-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/santuario-dog-e-cat-09/","0","dinamica",,"0"
"1218","73","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Fofoletes de Bigodes-09",,"publish","closed","closed",,"fofoletes-de-bigodes-09-2",,,"2025-10-03 16:44:21","2025-10-03 20:44:21",,"0","https://mvabrigosbrasil.com.br/dinamica/fofoletes-de-bigodes-09-2/","0","dinamica",,"0"
"1219","181","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Lola-09",,"publish","closed","closed",,"lola-09",,,"2023-09-01 08:00:00","2023-09-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/lola-09/","0","dinamica",,"0"
"1220","179","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Cãotinho das Protetoras-09",,"publish","closed","closed",,"caotinho-das-protetoras-09",,,"2023-09-01 08:00:00","2023-09-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/caotinho-das-protetoras-09/","0","dinamica",,"0"
"1221","1","2023-10-04 16:30:31","2023-10-04 20:30:31","Este manual propõe guiar o médico-veterinário Responsável Técnico (RT) em suas funções, além de contribuir para a capacitação de equipes e incentivar a implementação de boas práticas na gestão técnica das Unidades de Vigilância em Zoonoses (UVZs).","Medicina veterinária do coletivo responsabilidade técnica em unidades de vigilância de zoonoses-uvzs",,"publish","open","open",,"medicina-veterinaria-do-coletivo-responsabilidade-tecnica-em-unidades-de-vigilancia-de-zoonoses-uvzs",,,"2023-10-04 17:04:09","2023-10-04 21:04:09",,"0","https://mvabrigosbrasil.com.br/?p=1221","0","post",,"0"
"1222","1","2023-10-04 16:25:06","2023-10-04 20:25:06",,"Diretrizes-de-RT-de-Abrigos_compressed",,"inherit","open","closed",,"diretrizes-de-rt-de-abrigos_compressed",,,"2023-10-04 16:25:06","2023-10-04 20:25:06",,"1221","https://mvabrigosbrasil.com.br/wp-content/uploads/2023/10/Diretrizes-de-RT-de-Abrigos_compressed.pdf","0","attachment","application/pdf","0"
"1223","1","2023-10-04 16:27:36","2023-10-04 20:27:36",,"Medicina veterinária do coletivo responsabilidade técnica em unidades de vigilância de zoonoses-uvzs",,"inherit","closed","closed",,"1221-revision-v1",,,"2023-10-04 16:27:36","2023-10-04 20:27:36",,"1221","https://mvabrigosbrasil.com.br/?p=1223","0","revision",,"0"
"1224","1","2023-10-04 16:30:31","2023-10-04 20:30:31","Este manual propõe guiar o médico-veterinário Responsável Técnico (RT) em suas funções, além de contribuir para a capacitação de equipes e incentivar a implementação de boas práticas na gestão técnica das Unidades de Vigilância em Zoonoses (UVZs).","Medicina veterinária do coletivo responsabilidade técnica em unidades de vigilância de zoonoses-uvzs",,"inherit","closed","closed",,"1221-revision-v1",,,"2023-10-04 16:30:31","2023-10-04 20:30:31",,"1221","https://mvabrigosbrasil.com.br/?p=1224","0","revision",,"0"
"1226","1","2023-10-04 17:04:00","2023-10-04 21:04:00",,"Diretrizes-de-RT-de-Abrigos_compressed (1)_page-0001",,"inherit","open","closed",,"diretrizes-de-rt-de-abrigos_compressed-1_page-0001",,,"2023-10-04 17:04:00","2023-10-04 21:04:00",,"1221","https://mvabrigosbrasil.com.br/wp-content/uploads/2023/10/Diretrizes-de-RT-de-Abrigos_compressed-1_page-0001.jpg","0","attachment","image/jpeg","0"
"1227","246","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Projeto Meow-09",,"publish","closed","closed",,"projeto-meow-09",,,"2025-10-03 16:44:21","2025-10-03 20:44:21",,"0","https://mvabrigosbrasil.com.br/dinamica/projeto-meow-09/","0","dinamica",,"0"
"1228","246","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Projeto Meow-09",,"publish","closed","closed",,"projeto-meow-09-2",,,"2023-09-01 08:00:00","2023-09-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/projeto-meow-09-2/","0","dinamica",,"0"
"1229","224","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Catland Adoção de Gatinhos-09",,"publish","closed","closed",,"catland-adocao-de-gatinhos-09",,,"2023-09-01 08:00:00","2023-09-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/catland-adocao-de-gatinhos-09/","0","dinamica",,"0"
"1230","271","2023-10-12 20:52:02","2023-10-13 00:52:02",,"Nina Grecco",,"publish","closed","closed",,"nina-grecco",,,"2023-10-12 20:52:02","2023-10-13 00:52:02",,"0","https://mvabrigosbrasil.com.br/voluntario/nina-grecco/","0","voluntario",,"0"
"1232","144","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Maigueths-09",,"publish","closed","closed",,"maigueths-09",,,"2023-09-01 08:00:00","2023-09-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/maigueths-09/","0","dinamica",,"0"
"1233","144","2023-10-01 08:00:00","2023-10-01 12:00:00",,"Maigueths-10",,"publish","closed","closed",,"maigueths-10",,,"2023-10-01 08:00:00","2023-10-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/maigueths-10/","0","dinamica",,"0"
"1234","162","2023-10-01 08:00:00","2023-10-01 12:00:00",,"Eliana Uler-10",,"publish","closed","closed",,"eliana-uler-10",,,"2023-10-01 08:00:00","2023-10-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/eliana-uler-10/","0","dinamica",,"0"
"1235","176","2023-10-01 08:00:00","2023-10-01 12:00:00",,"Ristelli-10",,"publish","closed","closed",,"ristelli-10",,,"2023-10-01 08:00:00","2023-10-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/ristelli-10/","0","dinamica",,"0"
"1239","161","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Maria Luiza-08",,"publish","closed","closed",,"maria-luiza-08-2",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/maria-luiza-08-2/","0","dinamica",,"0"
"1240","161","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Maria Luiza-09",,"publish","closed","closed",,"maria-luiza-09",,,"2023-09-01 08:00:00","2023-09-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/maria-luiza-09/","0","dinamica",,"0"
"1241","161","2023-10-01 08:00:00","2023-10-01 12:00:00",,"Maria Luiza-10",,"publish","closed","closed",,"maria-luiza-10",,,"2025-10-03 16:44:21","2025-10-03 20:44:21",,"0","https://mvabrigosbrasil.com.br/dinamica/maria-luiza-10/","0","dinamica",,"0"
"1242","183","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Royal Sul-08",,"publish","closed","closed",,"royal-sul-08",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/royal-sul-08/","0","dinamica",,"0"
"1243","183","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Royal Sul-09",,"publish","closed","closed",,"royal-sul-09",,,"2023-09-01 08:00:00","2023-09-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/royal-sul-09/","0","dinamica",,"0"
"1244","171","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Leila Alves-09",,"publish","closed","closed",,"leila-alves-09",,,"2025-10-03 16:44:21","2025-10-03 20:44:21",,"0","https://mvabrigosbrasil.com.br/dinamica/leila-alves-09/","0","dinamica",,"0"
"1245","171","2023-10-01 08:00:00","2023-10-01 12:00:00",,"Leila Alves-10",,"publish","closed","closed",,"leila-alves-10",,,"2025-10-03 16:44:21","2025-10-03 20:44:21",,"0","https://mvabrigosbrasil.com.br/dinamica/leila-alves-10/","0","dinamica",,"0"
"1246","274","2023-10-23 16:13:22","2023-10-23 20:13:22",,"Amigo  Bicho",,"publish","closed","closed",,"amigo-bicho",,,"2024-06-16 09:37:11","2024-06-16 13:37:11",,"0","https://mvabrigosbrasil.com.br/abrigo/amigo-bicho/","0","abrigo",,"0"
"1247","274","2023-10-01 08:00:00","2023-10-01 12:00:00",,"Amigo  Bicho-10",,"publish","closed","closed",,"amigo-bicho-10",,,"2025-10-03 16:44:21","2025-10-03 20:44:21",,"0","https://mvabrigosbrasil.com.br/dinamica/amigo-bicho-10/","0","dinamica",,"0"
"1249","276","2023-10-26 12:48:23","2023-10-26 16:48:23",,"Salve os Bulls Santuário e proteção",,"publish","closed","closed",,"salve-os-bulls-santuario-e-protecao",,,"2023-10-26 12:48:23","2023-10-26 16:48:23",,"0","https://mvabrigosbrasil.com.br/abrigo/salve-os-bulls-santuario-e-protecao/","0","abrigo",,"0"
"1250","276","2023-10-01 08:00:00","2023-10-01 12:00:00",,"Salve os Bulls Santuário e proteção-10",,"publish","closed","closed",,"salve-os-bulls-santuario-e-protecao-10",,,"2023-10-01 08:00:00","2023-10-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/salve-os-bulls-santuario-e-protecao-10/","0","dinamica",,"0"
"1252","95","2023-07-01 08:00:00","2023-07-01 12:00:00",,"Enquanto Houver Chance-07",,"publish","closed","closed",,"enquanto-houver-chance-07",,,"2025-10-03 16:44:21","2025-10-03 20:44:21",,"0","https://mvabrigosbrasil.com.br/dinamica/enquanto-houver-chance-07/","0","dinamica",,"0"
"1253","95","2023-08-01 08:00:00","2023-08-01 12:00:00",,"Enquanto Houver Chance-08",,"publish","closed","closed",,"enquanto-houver-chance-08-2",,,"2023-08-01 08:00:00","2023-08-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/enquanto-houver-chance-08-2/","0","dinamica",,"0"
"1254","95","2023-09-01 08:00:00","2023-09-01 12:00:00",,"Enquanto Houver Chance-09",,"publish","closed","closed",,"enquanto-houver-chance-09-2",,,"2023-09-01 08:00:00","2023-09-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/enquanto-houver-chance-09-2/","0","dinamica",,"0"
"1255","262","2023-10-01 08:00:00","2023-10-01 12:00:00",,"Santuário dog e cat-10",,"publish","closed","closed",,"santuario-dog-e-cat-10",,,"2023-10-01 08:00:00","2023-10-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/santuario-dog-e-cat-10/","0","dinamica",,"0"
"1256","277","2023-11-01 11:16:23","2023-11-01 15:16:23",,"Cães do Mundo da Lua",,"publish","closed","closed",,"caes-do-mundo-da-lua",,,"2023-11-01 11:16:23","2023-11-01 15:16:23",,"0","https://mvabrigosbrasil.com.br/abrigo/caes-do-mundo-da-lua/","0","abrigo",,"0"
"1257","1","2023-11-01 11:17:48","2023-11-01 15:17:48","Uma iniciativa de pesquisadores da UFPR está mapeando abrigos de animais de todo Brasil. O objetivo é embasar o desenvolvimento de políticas públicas de combate ao abandono de animais de estimação. O projeto é pioneiro e foi denominado “Medicina de Abrigos Brasil – Infodados de Abrigos de Animais”.  O projeto foi desenvolvido por pesquisadores vinculados ao Departamento de Medicina Veterinária da UFPR e surgiu como uma forma de suprir a necessidade de promover a ciência da Medicina de abrigos no país. A ideia é criar um banco de dados padronizado e de alcance nacional.  Através da rede de dados, o projeto pretende realizar o monitoramento contínuo do número de admissões e saídas de cães e gatos em abrigos. Além disso, fornecer às organizações de animais informações necessárias que possam agilizar as ações conforme as necessidades da comunidade. Ao mesmo tempo, direcionar a alocação de recursos do governo de forma mais eficaz.  Segundo a professora Rita de Cassia Maria Garcia, do departamento de Medicina Veterinária da UFPR, o projeto é pioneiro e auxiliará no desenvolvimento de políticas públicas para abrigos de animais, públicos, privados e do terceiro setor, incluindo lares transitórios que mantém animais abandonados até a sua adoção. O projeto tem como condutores, além da professora Rita, o veterinário Lucas Galdioli, especializado em Medicina Veterinária do Coletivo pela UFPR e a veterinária Yasmin Rocha, mestre em Ciências Veterinárias pela UFPR.  A iniciativa é patrocinada pela Fundação Araucária, Superintendência Geral de Ciência, Tecnologia e Ensino Superior (SETI) e Secretaria de Estado do Desenvolvimento Sustentável e do Turismo do Paraná (SEDEST).","Pesquisadores da UFPR criam projeto para mapear abrigos de animais do Brasil",,"publish","open","open",,"pesquisadores-da-ufpr-criam-projeto-para-mapear-abrigos-de-animais-do-brasil",,,"2023-11-01 11:17:48","2023-11-01 15:17:48",,"0","https://mvabrigosbrasil.com.br/?p=1257","0","post",,"0"
"1258","277","2023-10-01 08:00:00","2023-10-01 12:00:00",,"Cães do Mundo da Lua-10",,"publish","closed","closed",,"caes-do-mundo-da-lua-10",,,"2023-10-01 08:00:00","2023-10-01 12:00:00",,"0","https://mvabrigosbrasil.com.br/dinamica/caes-do-mundo-da-lua-10/","0","dinamica",,"0"
"1259","1","2023-11-01 11:17:39","2023-11-01 15:17:39",,"32593517046_b592b8f898_k2-678x450-542x360",,"inherit","open","closed",,"32593517046_b592b8f898_k2-678x450-542x360",,,"2023-11-01 11:17:39","2023-11-01 15:17:39",,"1257","https://mvabrigosbrasil.com.br/wp-content/uploads/2023/11/32593517046_b592b8f898_k2-678x450-542x360-1.jpg","0","attachment","image/jpeg","0"
